datestart datestop duration tstart tstop label mag_start mag_stop
2033:088:15:30:00.000 2033:089:12:30:00.000 75600.000 1112110269.184 1112185869.184 "no action" 0.0 40.0
2033:089:12:30:00.000 2033:089:20:30:00.000 28800.000 1112185869.184 1112214669.184 "instrument notify" -2.0 0.0
2033:089:20:30:00.000 2033:090:11:30:00.000 54000.000 1112214669.184 1112268669.184 "no action" 0.0 40.0
2033:090:11:30:00.000 2033:090:22:30:00.000 39600.000 1112268669.184 1112308269.184 "instrument notify" -2.0 0.0
2033:090:22:30:00.000 2033:091:11:30:00.000 46800.000 1112308269.184 1112355069.184 "no action" 0.0 40.0
2033:091:11:30:00.000 2033:092:01:30:00.000 50400.000 1112355069.184 1112405469.184 "instrument notify" -2.0 0.0
2033:092:01:30:00.000 2033:092:05:30:00.000 14400.000 1112405469.184 1112419869.184 "no action" 0.0 40.0
2033:092:05:30:00.000 2033:092:07:30:00.000 7200.000 1112419869.184 1112427069.184 "instrument notify" -2.0 0.0
2033:092:07:30:00.000 2033:092:10:30:00.000 10800.000 1112427069.184 1112437869.184 "no action" 0.0 40.0
2033:092:10:30:00.000 2033:158:07:30:00.000 5691600.000 1112437869.184 1118129469.184 "instrument notify" -2.0 0.0
2033:158:07:30:00.000 2033:158:14:30:00.000 25200.000 1118129469.184 1118154669.184 "partial mitigation" -2.9 -2.0
2033:158:14:30:00.000 2033:158:15:30:00.000 3600.000 1118154669.184 1118158269.184 "instrument notify" -2.0 0.0
2033:158:15:30:00.000 2033:158:16:30:00.000 3600.000 1118158269.184 1118161869.184 "partial mitigation" -2.9 -2.0
2033:158:16:30:00.000 2033:159:06:30:00.000 50400.000 1118161869.184 1118212269.184 "instrument notify" -2.0 0.0
2033:159:06:30:00.000 2033:159:19:30:00.000 46800.000 1118212269.184 1118259069.184 "partial mitigation" -2.9 -2.0
2033:159:19:30:00.000 2033:160:00:30:00.000 18000.000 1118259069.184 1118277069.184 "instrument notify" -2.0 0.0
2033:160:00:30:00.000 2033:160:02:30:00.000 7200.000 1118277069.184 1118284269.184 "partial mitigation" -2.9 -2.0
2033:160:02:30:00.000 2033:160:04:30:00.000 7200.000 1118284269.184 1118291469.184 "instrument notify" -2.0 0.0
2033:160:04:30:00.000 2033:210:06:30:00.000 4327200.000 1118291469.184 1122618669.184 "partial mitigation" -2.9 -2.0
2033:210:06:30:00.000 2033:210:07:30:00.000 3600.000 1122618669.184 1122622269.184 "instrument notify" -2.0 0.0
2033:210:07:30:00.000 2033:210:10:30:00.000 10800.000 1122622269.184 1122633069.184 "partial mitigation" -2.9 -2.0
2033:210:10:30:00.000 2033:210:11:30:00.000 3600.000 1122633069.184 1122636669.184 "instrument notify" -2.0 0.0
2033:210:11:30:00.000 2033:211:03:30:00.000 57600.000 1122636669.184 1122694269.184 "partial mitigation" -2.9 -2.0
2033:211:03:30:00.000 2033:211:13:30:00.000 36000.000 1122694269.184 1122730269.184 "instrument notify" -2.0 0.0
2033:211:13:30:00.000 2033:212:01:30:00.000 43200.000 1122730269.184 1122773469.184 "partial mitigation" -2.9 -2.0
2033:212:01:30:00.000 2033:212:16:30:00.000 54000.000 1122773469.184 1122827469.184 "instrument notify" -2.0 0.0
2033:212:16:30:00.000 2033:213:01:30:00.000 32400.000 1122827469.184 1122859869.184 "partial mitigation" -2.9 -2.0
2033:213:01:30:00.000 2033:213:18:30:00.000 61200.000 1122859869.184 1122921069.184 "instrument notify" -2.0 0.0
2033:213:18:30:00.000 2033:213:21:30:00.000 10800.000 1122921069.184 1122931869.184 "partial mitigation" -2.9 -2.0
2033:213:21:30:00.000 2033:312:21:30:00.000 8553600.000 1122931869.184 1131485469.184 "instrument notify" -2.0 0.0
2033:312:21:30:00.000 2033:312:22:30:00.000 3600.000 1131485469.184 1131489069.184 "no action" 0.0 40.0
2033:312:22:30:00.000 2033:313:00:30:00.000 7200.000 1131489069.184 1131496269.184 "instrument notify" -2.0 0.0
2033:313:00:30:00.000 2033:313:01:30:00.000 3600.000 1131496269.184 1131499869.184 "no action" 0.0 40.0
2033:313:01:30:00.000 2033:313:04:30:00.000 10800.000 1131499869.184 1131510669.184 "instrument notify" -2.0 0.0
2033:313:04:30:00.000 2033:313:05:30:00.000 3600.000 1131510669.184 1131514269.184 "no action" 0.0 40.0
2033:313:05:30:00.000 2033:313:22:30:00.000 61200.000 1131514269.184 1131575469.184 "instrument notify" -2.0 0.0
2033:313:22:30:00.000 2033:313:23:30:00.000 3600.000 1131575469.184 1131579069.184 "no action" 0.0 40.0
2033:313:23:30:00.000 2033:314:00:30:00.000 3600.000 1131579069.184 1131582669.184 "instrument notify" -2.0 0.0
2033:314:00:30:00.000 2033:314:02:30:00.000 7200.000 1131582669.184 1131589869.184 "no action" 0.0 40.0
2033:314:02:30:00.000 2033:314:03:30:00.000 3600.000 1131589869.184 1131593469.184 "instrument notify" -2.0 0.0
2033:314:03:30:00.000 2033:314:07:30:00.000 14400.000 1131593469.184 1131607869.184 "no action" 0.0 40.0
2033:314:07:30:00.000 2033:314:21:30:00.000 50400.000 1131607869.184 1131658269.184 "instrument notify" -2.0 0.0
2033:314:21:30:00.000 2033:315:08:30:00.000 39600.000 1131658269.184 1131697869.184 "no action" 0.0 40.0
2033:315:08:30:00.000 2033:315:21:30:00.000 46800.000 1131697869.184 1131744669.184 "instrument notify" -2.0 0.0
2033:315:21:30:00.000 2033:316:10:30:00.000 46800.000 1131744669.184 1131791469.184 "no action" 0.0 40.0
2033:316:10:30:00.000 2033:316:21:30:00.000 39600.000 1131791469.184 1131831069.184 "instrument notify" -2.0 0.0
2033:316:21:30:00.000 2033:317:11:30:00.000 50400.000 1131831069.184 1131881469.184 "no action" 0.0 40.0
2033:317:11:30:00.000 2033:317:21:30:00.000 36000.000 1131881469.184 1131917469.184 "instrument notify" -2.0 0.0
2033:317:21:30:00.000 2033:318:13:30:00.000 57600.000 1131917469.184 1131975069.184 "no action" 0.0 40.0
2033:318:13:30:00.000 2033:318:20:30:00.000 25200.000 1131975069.184 1132000269.184 "instrument notify" -2.0 0.0
2033:318:20:30:00.000 2033:319:14:30:00.000 64800.000 1132000269.184 1132065069.184 "no action" 0.0 40.0
2033:319:14:30:00.000 2033:319:20:30:00.000 21600.000 1132065069.184 1132086669.184 "instrument notify" -2.0 0.0
2033:319:20:30:00.000 2033:320:15:30:00.000 68400.000 1132086669.184 1132155069.184 "no action" 0.0 40.0
2033:320:15:30:00.000 2033:320:18:30:00.000 10800.000 1132155069.184 1132165869.184 "instrument notify" -2.0 0.0
2033:320:18:30:00.000 2033:321:17:30:00.000 82800.000 1132165869.184 1132248669.184 "no action" 0.0 40.0
2033:321:17:30:00.000 2033:321:18:30:00.000 3600.000 1132248669.184 1132252269.184 "instrument notify" -2.0 0.0
2033:321:18:30:00.000 2035:126:01:30:00.000 46162800.000 1132252269.184 1178415069.184 "no action" 0.0 40.0
2035:126:01:30:00.000 2035:126:04:30:00.000 10800.000 1178415069.184 1178425869.184 "instrument notify" -2.0 0.0
2035:126:04:30:00.000 2035:127:01:30:00.000 75600.000 1178425869.184 1178501469.184 "no action" 0.0 40.0
2035:127:01:30:00.000 2035:127:09:30:00.000 28800.000 1178501469.184 1178530269.184 "instrument notify" -2.0 0.0
2035:127:09:30:00.000 2035:128:00:30:00.000 54000.000 1178530269.184 1178584269.184 "no action" 0.0 40.0
2035:128:00:30:00.000 2035:128:10:30:00.000 36000.000 1178584269.184 1178620269.184 "instrument notify" -2.0 0.0
2035:128:10:30:00.000 2035:129:00:30:00.000 50400.000 1178620269.184 1178670669.184 "no action" 0.0 40.0
2035:129:00:30:00.000 2035:129:14:30:00.000 50400.000 1178670669.184 1178721069.184 "instrument notify" -2.0 0.0
2035:129:14:30:00.000 2035:129:18:30:00.000 14400.000 1178721069.184 1178735469.184 "no action" 0.0 40.0
2035:129:18:30:00.000 2035:129:20:30:00.000 7200.000 1178735469.184 1178742669.184 "instrument notify" -2.0 0.0
2035:129:20:30:00.000 2035:129:23:30:00.000 10800.000 1178742669.184 1178753469.184 "no action" 0.0 40.0
2035:129:23:30:00.000 2035:130:15:30:00.000 57600.000 1178753469.184 1178811069.184 "instrument notify" -2.0 0.0
2035:130:15:30:00.000 2035:130:16:30:00.000 3600.000 1178811069.184 1178814669.184 "no action" 0.0 40.0
2035:130:16:30:00.000 2035:215:11:30:00.000 7326000.000 1178814669.184 1186140669.184 "instrument notify" -2.0 0.0
2035:215:11:30:00.000 2035:215:13:30:00.000 7200.000 1186140669.184 1186147869.184 "partial mitigation" -2.9 -2.0
2035:215:13:30:00.000 2035:216:10:30:00.000 75600.000 1186147869.184 1186223469.184 "instrument notify" -2.0 0.0
2035:216:10:30:00.000 2035:216:17:30:00.000 25200.000 1186223469.184 1186248669.184 "partial mitigation" -2.9 -2.0
2035:216:17:30:00.000 2035:216:18:30:00.000 3600.000 1186248669.184 1186252269.184 "instrument notify" -2.0 0.0
2035:216:18:30:00.000 2035:216:19:30:00.000 3600.000 1186252269.184 1186255869.184 "partial mitigation" -2.9 -2.0
2035:216:19:30:00.000 2035:217:09:30:00.000 50400.000 1186255869.184 1186306269.184 "instrument notify" -2.0 0.0
2035:217:09:30:00.000 2035:217:21:30:00.000 43200.000 1186306269.184 1186349469.184 "partial mitigation" -2.9 -2.0
2035:217:21:30:00.000 2035:218:08:30:00.000 39600.000 1186349469.184 1186389069.184 "instrument notify" -2.0 0.0
2035:218:08:30:00.000 2035:218:23:30:00.000 54000.000 1186389069.184 1186443069.184 "partial mitigation" -2.9 -2.0
2035:218:23:30:00.000 2035:219:01:30:00.000 7200.000 1186443069.184 1186450269.184 "instrument notify" -2.0 0.0
2035:219:01:30:00.000 2035:219:02:30:00.000 3600.000 1186450269.184 1186453869.184 "partial mitigation" -2.9 -2.0
2035:219:02:30:00.000 2035:219:03:30:00.000 3600.000 1186453869.184 1186457469.184 "instrument notify" -2.0 0.0
2035:219:03:30:00.000 2035:219:06:30:00.000 10800.000 1186457469.184 1186468269.184 "partial mitigation" -2.9 -2.0
2035:219:06:30:00.000 2035:219:08:30:00.000 7200.000 1186468269.184 1186475469.184 "instrument notify" -2.0 0.0
2035:219:08:30:00.000 2035:254:12:30:00.000 3038400.000 1186475469.184 1189513869.184 "partial mitigation" -2.9 -2.0
2035:254:12:30:00.000 2035:254:13:30:00.000 3600.000 1189513869.184 1189517469.184 "full mitigation" -5.0 -2.9
2035:254:13:30:00.000 2035:255:12:30:00.000 82800.000 1189517469.184 1189600269.184 "partial mitigation" -2.9 -2.0
2035:255:12:30:00.000 2035:255:14:30:00.000 7200.000 1189600269.184 1189607469.184 "full mitigation" -5.0 -2.9
2035:255:14:30:00.000 2035:256:12:30:00.000 79200.000 1189607469.184 1189686669.184 "partial mitigation" -2.9 -2.0
2035:256:12:30:00.000 2035:256:15:30:00.000 10800.000 1189686669.184 1189697469.184 "full mitigation" -5.0 -2.9
2035:256:15:30:00.000 2035:256:16:30:00.000 3600.000 1189697469.184 1189701069.184 "partial mitigation" -2.9 -2.0
2035:256:16:30:00.000 2035:256:17:30:00.000 3600.000 1189701069.184 1189704669.184 "full mitigation" -5.0 -2.9
2035:256:17:30:00.000 2035:257:13:30:00.000 72000.000 1189704669.184 1189776669.184 "partial mitigation" -2.9 -2.0
2035:257:13:30:00.000 2035:257:17:30:00.000 14400.000 1189776669.184 1189791069.184 "full mitigation" -5.0 -2.9
2035:257:17:30:00.000 2035:258:13:30:00.000 72000.000 1189791069.184 1189863069.184 "partial mitigation" -2.9 -2.0
2035:258:13:30:00.000 2035:258:16:30:00.000 10800.000 1189863069.184 1189873869.184 "full mitigation" -5.0 -2.9
2035:258:16:30:00.000 2035:259:15:30:00.000 82800.000 1189873869.184 1189956669.184 "partial mitigation" -2.9 -2.0
2035:259:15:30:00.000 2035:259:17:30:00.000 7200.000 1189956669.184 1189963869.184 "full mitigation" -5.0 -2.9
2035:259:17:30:00.000 2035:288:19:30:00.000 2512800.000 1189963869.184 1192476669.184 "partial mitigation" -2.9 -2.0
2035:288:19:30:00.000 2035:289:05:30:00.000 36000.000 1192476669.184 1192512669.184 "instrument notify" -2.0 0.0
2035:289:05:30:00.000 2035:289:17:30:00.000 43200.000 1192512669.184 1192555869.184 "partial mitigation" -2.9 -2.0
2035:289:17:30:00.000 2035:290:09:30:00.000 57600.000 1192555869.184 1192613469.184 "instrument notify" -2.0 0.0
2035:290:09:30:00.000 2035:290:14:30:00.000 18000.000 1192613469.184 1192631469.184 "partial mitigation" -2.9 -2.0
2035:290:14:30:00.000 2035:361:18:30:00.000 6148800.000 1192631469.184 1198780269.184 "instrument notify" -2.0 0.0
2035:361:18:30:00.000 2035:361:19:30:00.000 3600.000 1198780269.184 1198783869.184 "no action" 0.0 40.0
2035:361:19:30:00.000 2035:361:21:30:00.000 7200.000 1198783869.184 1198791069.184 "instrument notify" -2.0 0.0
2035:361:21:30:00.000 2035:361:22:30:00.000 3600.000 1198791069.184 1198794669.184 "no action" 0.0 40.0
2035:361:22:30:00.000 2035:362:00:30:00.000 7200.000 1198794669.184 1198801869.184 "instrument notify" -2.0 0.0
2035:362:00:30:00.000 2035:362:03:30:00.000 10800.000 1198801869.184 1198812669.184 "no action" 0.0 40.0
2035:362:03:30:00.000 2035:362:17:30:00.000 50400.000 1198812669.184 1198863069.184 "instrument notify" -2.0 0.0
2035:362:17:30:00.000 2035:363:05:30:00.000 43200.000 1198863069.184 1198906269.184 "no action" 0.0 40.0
2035:363:05:30:00.000 2035:363:16:30:00.000 39600.000 1198906269.184 1198945869.184 "instrument notify" -2.0 0.0
2035:363:16:30:00.000 2035:364:07:30:00.000 54000.000 1198945869.184 1198999869.184 "no action" 0.0 40.0
2035:364:07:30:00.000 2035:364:16:30:00.000 32400.000 1198999869.184 1199032269.184 "instrument notify" -2.0 0.0
2035:364:16:30:00.000 2035:365:09:30:00.000 61200.000 1199032269.184 1199093469.184 "no action" 0.0 40.0
2035:365:09:30:00.000 2035:365:14:30:00.000 18000.000 1199093469.184 1199111469.184 "instrument notify" -2.0 0.0
2035:365:14:30:00.000 2036:001:11:30:00.000 75600.000 1199111469.184 1199187069.184 "no action" 0.0 40.0
2036:001:11:30:00.000 2036:001:12:30:00.000 3600.000 1199187069.184 1199190669.184 "instrument notify" -2.0 0.0
2036:001:12:30:00.000 2037:191:10:30:00.000 48031200.000 1199190669.184 1247221869.184 "no action" 0.0 40.0
2037:191:10:30:00.000 2037:191:11:30:00.000 3600.000 1247221869.184 1247225469.184 "instrument notify" -2.0 0.0
2037:191:11:30:00.000 2037:192:10:30:00.000 82800.000 1247225469.184 1247308269.184 "no action" 0.0 40.0
2037:192:10:30:00.000 2037:192:13:30:00.000 10800.000 1247308269.184 1247319069.184 "instrument notify" -2.0 0.0
2037:192:13:30:00.000 2037:193:10:30:00.000 75600.000 1247319069.184 1247394669.184 "no action" 0.0 40.0
2037:193:10:30:00.000 2037:193:18:30:00.000 28800.000 1247394669.184 1247423469.184 "instrument notify" -2.0 0.0
2037:193:18:30:00.000 2037:194:10:30:00.000 57600.000 1247423469.184 1247481069.184 "no action" 0.0 40.0
2037:194:10:30:00.000 2037:194:19:30:00.000 32400.000 1247481069.184 1247513469.184 "instrument notify" -2.0 0.0
2037:194:19:30:00.000 2037:195:10:30:00.000 54000.000 1247513469.184 1247567469.184 "no action" 0.0 40.0
2037:195:10:30:00.000 2037:195:20:30:00.000 36000.000 1247567469.184 1247603469.184 "instrument notify" -2.0 0.0
2037:195:20:30:00.000 2037:196:10:30:00.000 50400.000 1247603469.184 1247653869.184 "no action" 0.0 40.0
2037:196:10:30:00.000 2037:196:22:30:00.000 43200.000 1247653869.184 1247697069.184 "instrument notify" -2.0 0.0
2037:196:22:30:00.000 2037:197:09:30:00.000 39600.000 1247697069.184 1247736669.184 "no action" 0.0 40.0
2037:197:09:30:00.000 2037:198:00:30:00.000 54000.000 1247736669.184 1247790669.184 "instrument notify" -2.0 0.0
2037:198:00:30:00.000 2037:198:02:30:00.000 7200.000 1247790669.184 1247797869.184 "no action" 0.0 40.0
2037:198:02:30:00.000 2037:198:03:30:00.000 3600.000 1247797869.184 1247801469.184 "instrument notify" -2.0 0.0
2037:198:03:30:00.000 2037:198:04:30:00.000 3600.000 1247801469.184 1247805069.184 "no action" 0.0 40.0
2037:198:04:30:00.000 2037:198:07:30:00.000 10800.000 1247805069.184 1247815869.184 "instrument notify" -2.0 0.0
2037:198:07:30:00.000 2037:198:09:30:00.000 7200.000 1247815869.184 1247823069.184 "no action" 0.0 40.0
2037:198:09:30:00.000 2037:307:12:30:00.000 9428400.000 1247823069.184 1257251469.184 "instrument notify" -2.0 0.0
2037:307:12:30:00.000 2037:307:16:30:00.000 14400.000 1257251469.184 1257265869.184 "partial mitigation" -2.9 -2.0
2037:307:16:30:00.000 2037:308:11:30:00.000 68400.000 1257265869.184 1257334269.184 "instrument notify" -2.0 0.0
2037:308:11:30:00.000 2037:308:20:30:00.000 32400.000 1257334269.184 1257366669.184 "partial mitigation" -2.9 -2.0
2037:308:20:30:00.000 2037:309:10:30:00.000 50400.000 1257366669.184 1257417069.184 "instrument notify" -2.0 0.0
2037:309:10:30:00.000 2037:309:22:30:00.000 43200.000 1257417069.184 1257460269.184 "partial mitigation" -2.9 -2.0
2037:309:22:30:00.000 2037:310:09:30:00.000 39600.000 1257460269.184 1257499869.184 "instrument notify" -2.0 0.0
2037:310:09:30:00.000 2037:311:00:30:00.000 54000.000 1257499869.184 1257553869.184 "partial mitigation" -2.9 -2.0
2037:311:00:30:00.000 2037:311:02:30:00.000 7200.000 1257553869.184 1257561069.184 "instrument notify" -2.0 0.0
2037:311:02:30:00.000 2037:311:03:30:00.000 3600.000 1257561069.184 1257564669.184 "partial mitigation" -2.9 -2.0
2037:311:03:30:00.000 2037:311:04:30:00.000 3600.000 1257564669.184 1257568269.184 "instrument notify" -2.0 0.0
2037:311:04:30:00.000 2037:311:07:30:00.000 10800.000 1257568269.184 1257579069.184 "partial mitigation" -2.9 -2.0
2037:311:07:30:00.000 2037:311:09:30:00.000 7200.000 1257579069.184 1257586269.184 "instrument notify" -2.0 0.0
2037:311:09:30:00.000 2037:330:12:30:00.000 1652400.000 1257586269.184 1259238669.184 "partial mitigation" -2.9 -2.0
2037:330:12:30:00.000 2037:330:14:30:00.000 7200.000 1259238669.184 1259245869.184 "instrument notify" -2.0 0.0
2037:330:14:30:00.000 2037:330:15:30:00.000 3600.000 1259245869.184 1259249469.184 "partial mitigation" -2.9 -2.0
2037:330:15:30:00.000 2037:330:17:30:00.000 7200.000 1259249469.184 1259256669.184 "instrument notify" -2.0 0.0
2037:330:17:30:00.000 2037:330:18:30:00.000 3600.000 1259256669.184 1259260269.184 "partial mitigation" -2.9 -2.0
2037:330:18:30:00.000 2037:330:22:30:00.000 14400.000 1259260269.184 1259274669.184 "instrument notify" -2.0 0.0
2037:330:22:30:00.000 2037:331:11:30:00.000 46800.000 1259274669.184 1259321469.184 "partial mitigation" -2.9 -2.0
2037:331:11:30:00.000 2037:332:01:30:00.000 50400.000 1259321469.184 1259371869.184 "instrument notify" -2.0 0.0
2037:332:01:30:00.000 2037:332:10:30:00.000 32400.000 1259371869.184 1259404269.184 "partial mitigation" -2.9 -2.0
2037:332:10:30:00.000 2037:333:04:30:00.000 64800.000 1259404269.184 1259469069.184 "instrument notify" -2.0 0.0
2037:333:04:30:00.000 2037:333:06:30:00.000 7200.000 1259469069.184 1259476269.184 "partial mitigation" -2.9 -2.0
2037:333:06:30:00.000 2038:030:05:30:00.000 5353200.000 1259476269.184 1264829469.184 "instrument notify" -2.0 0.0
2038:030:05:30:00.000 2038:030:09:30:00.000 14400.000 1264829469.184 1264843869.184 "no action" 0.0 40.0
2038:030:09:30:00.000 2038:030:10:30:00.000 3600.000 1264843869.184 1264847469.184 "instrument notify" -2.0 0.0
2038:030:10:30:00.000 2038:030:14:30:00.000 14400.000 1264847469.184 1264861869.184 "no action" 0.0 40.0
2038:030:14:30:00.000 2038:031:04:30:00.000 50400.000 1264861869.184 1264912269.184 "instrument notify" -2.0 0.0
2038:031:04:30:00.000 2038:031:17:30:00.000 46800.000 1264912269.184 1264959069.184 "no action" 0.0 40.0
2038:031:17:30:00.000 2038:032:03:30:00.000 36000.000 1264959069.184 1264995069.184 "instrument notify" -2.0 0.0
2038:032:03:30:00.000 2038:032:19:30:00.000 57600.000 1264995069.184 1265052669.184 "no action" 0.0 40.0
2038:032:19:30:00.000 2038:033:00:30:00.000 18000.000 1265052669.184 1265070669.184 "instrument notify" -2.0 0.0
2038:033:00:30:00.000 2039:280:08:30:00.000 52905600.000 1265070669.184 1317976269.184 "no action" 0.0 40.0
2039:280:08:30:00.000 2039:280:10:30:00.000 7200.000 1317976269.184 1317983469.184 "instrument notify" -2.0 0.0
2039:280:10:30:00.000 2039:281:08:30:00.000 79200.000 1317983469.184 1318062669.184 "no action" 0.0 40.0
2039:281:08:30:00.000 2039:281:14:30:00.000 21600.000 1318062669.184 1318084269.184 "instrument notify" -2.0 0.0
2039:281:14:30:00.000 2039:281:15:30:00.000 3600.000 1318084269.184 1318087869.184 "no action" 0.0 40.0
2039:281:15:30:00.000 2039:281:16:30:00.000 3600.000 1318087869.184 1318091469.184 "instrument notify" -2.0 0.0
2039:281:16:30:00.000 2039:282:08:30:00.000 57600.000 1318091469.184 1318149069.184 "no action" 0.0 40.0
2039:282:08:30:00.000 2039:282:17:30:00.000 32400.000 1318149069.184 1318181469.184 "instrument notify" -2.0 0.0
2039:282:17:30:00.000 2039:283:07:30:00.000 50400.000 1318181469.184 1318231869.184 "no action" 0.0 40.0
2039:283:07:30:00.000 2039:283:18:30:00.000 39600.000 1318231869.184 1318271469.184 "instrument notify" -2.0 0.0
2039:283:18:30:00.000 2039:284:07:30:00.000 46800.000 1318271469.184 1318318269.184 "no action" 0.0 40.0
2039:284:07:30:00.000 2039:284:20:30:00.000 46800.000 1318318269.184 1318365069.184 "instrument notify" -2.0 0.0
2039:284:20:30:00.000 2039:285:02:30:00.000 21600.000 1318365069.184 1318386669.184 "no action" 0.0 40.0
2039:285:02:30:00.000 2039:285:03:30:00.000 3600.000 1318386669.184 1318390269.184 "instrument notify" -2.0 0.0
2039:285:03:30:00.000 2039:285:06:30:00.000 10800.000 1318390269.184 1318401069.184 "no action" 0.0 40.0
2039:285:06:30:00.000 2039:285:22:30:00.000 57600.000 1318401069.184 1318458669.184 "instrument notify" -2.0 0.0
2039:285:22:30:00.000 2039:285:23:30:00.000 3600.000 1318458669.184 1318462269.184 "no action" 0.0 40.0
2039:285:23:30:00.000 2039:286:01:30:00.000 7200.000 1318462269.184 1318469469.184 "instrument notify" -2.0 0.0
2039:286:01:30:00.000 2039:286:02:30:00.000 3600.000 1318469469.184 1318473069.184 "no action" 0.0 40.0
2039:286:02:30:00.000 2039:286:05:30:00.000 10800.000 1318473069.184 1318483869.184 "instrument notify" -2.0 0.0
2039:286:05:30:00.000 2039:286:06:30:00.000 3600.000 1318483869.184 1318487469.184 "no action" 0.0 40.0
2039:286:06:30:00.000 2040:059:12:30:00.000 11944800.000 1318487469.184 1330432269.184 "instrument notify" -2.0 0.0
2040:059:12:30:00.000 2040:059:14:30:00.000 7200.000 1330432269.184 1330439469.184 "no action" 0.0 40.0
2040:059:14:30:00.000 2040:059:15:30:00.000 3600.000 1330439469.184 1330443069.184 "instrument notify" -2.0 0.0
2040:059:15:30:00.000 2040:059:16:30:00.000 3600.000 1330443069.184 1330446669.184 "no action" 0.0 40.0
2040:059:16:30:00.000 2040:059:18:30:00.000 7200.000 1330446669.184 1330453869.184 "instrument notify" -2.0 0.0
2040:059:18:30:00.000 2040:059:21:30:00.000 10800.000 1330453869.184 1330464669.184 "no action" 0.0 40.0
2040:059:21:30:00.000 2040:060:11:30:00.000 50400.000 1330464669.184 1330515069.184 "instrument notify" -2.0 0.0
2040:060:11:30:00.000 2040:061:00:30:00.000 46800.000 1330515069.184 1330561869.184 "no action" 0.0 40.0
2040:061:00:30:00.000 2040:061:10:30:00.000 36000.000 1330561869.184 1330597869.184 "instrument notify" -2.0 0.0
2040:061:10:30:00.000 2040:062:02:30:00.000 57600.000 1330597869.184 1330655469.184 "no action" 0.0 40.0
2040:062:02:30:00.000 2040:062:09:30:00.000 25200.000 1330655469.184 1330680669.184 "instrument notify" -2.0 0.0
2040:062:09:30:00.000 2040:063:04:30:00.000 68400.000 1330680669.184 1330749069.184 "no action" 0.0 40.0
2040:063:04:30:00.000 2040:063:06:30:00.000 7200.000 1330749069.184 1330756269.184 "instrument notify" -2.0 0.0
2040:063:06:30:00.000 2041:001:00:30:00.000 26244000.000 1330756269.184 1357000269.184 "no action" 0.0 40.0
